编号,性质,标题,受理单位,作者,时间,状态,评论/点击
[77005],[举报],关于岑溪市马路镇卫生院路口富龙农庄广告牌违纪安装问题,书记信箱,刘东方,2019-08-02,已回复,2/383
[76995],[举报],关于岑溪市马路镇卫生院路口富龙农庄广告牌,书记信箱,刘东方,2019-08-02,已回复,1/273
[76991],[诉求],请求将叠彩里五六级危房列入万秀区棚改项目范围,书记信箱,cqmygysdss,2019-08-02,已回复,0/410
[76984],[其它],龙湖路停车收费实施主体有问题，请查纠正。,书记信箱,龙湖闲人,2019-08-02,已回复,1/1375
[76982],[诉求],啄木鸟上反映的问题没有得到实质处理,书记信箱,lym5632,2019-08-02,已回复,0/1620
[76980],[举报],五乱乱象有所反弹,书记信箱,abcdef,2019-08-02,已回复,0/1820
[76974],[诉求],长洲区某幼儿园门口垃圾堆放问题,书记信箱,七格,2019-08-02,已回复,0/1073
[76969],[举报],万秀区广东路21号宝石加工噪音扰民,书记信箱,方方1,2019-08-02,已回复,0/2193
[76949],[诉求],梧州市猪价什么时候才能调控,书记信箱,小芬芳,2019-08-01,已回复,0/1549
[76945],[诉求],西江路不能左转严重影响周边群众的出行,书记信箱,石辂,2019-08-01,已回复,1/852
[76939],[举报],北京航线经常取消,书记信箱,tu2601,2019-08-01,已回复,0/1288
[76935],[诉求],关于住房公积金突然提高一成首付问题,书记信箱,abcjay20081,2019-08-01,已回复,5/1452
[76934],[诉求],求恢复电梯正常运行,书记信箱,猪头队长,2019-08-01,已回复,0/455
[76931],[举报],私窦每晚噪音扰民，请还我一个安静的睡觉环境。,书记信箱,小盼草,2019-08-01,已回复,0/652
[76923],[诉求],高速路征地赔偿款问题,书记信箱,布民,2019-07-31,已回复,0/596
[76921],[诉求],关于问政编号76636莫名其妙的回复,书记信箱,等距离,2019-07-31,已回复,0/751
[76914],[举报],问苍梧县新塘冲公租房进展,书记信箱,平民的呼唤,2019-07-31,已回复,0/464
[76912],[举报],自私！胆大！违规私凿商铺与住宅楼板,书记信箱,希望之翼,2019-07-31,已回复,8/1072
[76909],[诉求],海骏达花园旁的狮卧山日夜施工打桩扰民,书记信箱,jian91932,2019-07-31,已回复,1/1222
[76893],[举报],龙圩七奇鸡煲无食品经营许可证和健康证,书记信箱,龙湖闲人,2019-07-31,已回复,0/470
[76891],[举报],集体举报丽港华府违法加建及非法会所的贴全部消失,书记信箱,愤怒的业主们,2019-07-31,已回复,0/559
[76880],[举报],奥园名湖城一期多层楼板开裂，是否符合工程质量验收,书记信箱,苍海桑田123,2019-07-31,已回复,2/1545
[76864],[举报],群众健康安全,书记信箱,100110,2019-07-30,已回复,0/511
[76858],[举报],潘塘荷花池靠近莲湖居楼下每天每晚都乱停车,书记信箱,炫希,2019-07-30,已回复,0/317
[76846],[诉求],诉求,书记信箱,相亲相爱一辈子,2019-07-30,已回复,0/750
[76838],[诉求],三冲整治到何时,书记信箱,一毛不拔,2019-07-30,已回复,0/510
[76837],[举报],村道被毁，问责监督部门,书记信箱,红薯熟了,2019-07-30,已回复,0/395
[76824],[举报],投诉西江三路段,书记信箱,OO060606,2019-07-30,已回复,1/857
[76823],[诉求],求实岑溪市书记、岑溪市教育局领导,书记信箱,梁坤灵,2019-07-30,已回复,0/6745
[76821],[举报],长洲区抽调乡镇学校事业单位编制干部是否违规,书记信箱,马儿吃草,2019-07-30,已回复,1/1568
[76817],[诉求],偷电瓶仔经常出现,书记信箱,pan690238486,2019-07-30,已回复,0/505
[76809],[诉求],编号75777请尽快答复,书记信箱,lym5632,2019-07-29,已回复,0/244
[76806],[举报],请市领导重视这个严重的安全隐患,书记信箱,谁能帮帮我,2019-07-29,已回复,0/641
[76805],[诉求],3问：梧州市高价停车费,书记信箱,归去来,2019-07-29,已回复,0/664
[76795],[举报],为何污染企业到处倾倒固废无人问责,书记信箱,沙头污染无人管,2019-07-29,已回复,0/306
[76777],[诉求],新电动车上牌地点,书记信箱,炮炮,2019-07-29,已回复,0/557
[76776],[咨询],关于经适房收回问题,书记信箱,tangmingyue2013,2019-07-29,已回复,0/808
[76769],[举报],交警为完成任务抄牌抄到小区核心，违规执法,书记信箱,dilon,2019-07-29,已回复,4/1072
[76768],[诉求],二幼六一幼上下学必经小路求关注求维护,书记信箱,迷路的猫,2019-07-29,已回复,0/363
[76756],[举报],博汇花园小区开发商乱收费渉黑，社区不管不这问举报,书记信箱,西江小市民,2019-07-28,已回复,0/300
[76754],[诉求],请梧州市委市政府加强住房保障工作让群众安居,书记信箱,梧州群众心声,2019-07-28,已回复,2/685
[76748],[诉求],关于红安小区大门移装问题,书记信箱,黄小华,2019-07-28,已回复,0/376
[76741],[诉求],街道整治是否是走走过场？,书记信箱,热心市民梁先生,2019-07-28,已回复,0/281
[76737],[建议],晚上玫瑰湖公园篮球场能否开放灯光,书记信箱,篮球小子,2019-07-28,已回复,0/291
[76733],[诉求],藤县白坭塘深夜垃圾气味弥漫,书记信箱,小炜,2019-07-27,已回复,0/329
[76728],[诉求],棚改后富民一路一号厕所半年堵塞两次！五月至今未解决！,书记信箱,幸运女神,2019-07-27,已回复,0/284
[76721],[建议],基于四桥建设速度太慢，请先行加快北面引桥区域建设,书记信箱,qazqaz189,2019-07-27,已回复,0/341
[76719],[举报],梧州西江四桥开工快9年了，现在还是半停工状态,书记信箱,天下为公孙文,2019-07-27,已回复,0/1809
[76717],[咨询],梧州人行天桥方案,书记信箱,笑傲西江,2019-07-27,已回复,1/465
[76716],[咨询],《关于开展全市楼宇夜景亮化工作的通知》,书记信箱,笑傲西江,2019-07-27,已回复,0/329
[76713],[咨询],玫瑰园公园在哭泣,书记信箱,笑傲西江,2019-07-27,已回复,1/427
[76712],[建议],道路提升工程路灯提升建议,书记信箱,笑傲西江,2019-07-27,已回复,0/275
[76709],[建议],岑溪至安平班净做些缺德事希望取缔,书记信箱,传祺,2019-07-27,已回复,0/506
[76693],[诉求],难道龙圩区贴罚单都可以区别对待吗？,书记信箱,醇迪,2019-07-26,已回复,1/351
[76682],[诉求],道路损坏严重影响通行,书记信箱,yqxyt1,2019-07-26,已回复,0/1009
[76674],[举报],成立业主委员会必须要全小区交齐物业费？,书记信箱,我要问政！,2019-07-26,已回复,3/1431
[76673],[咨询],藤县高铁站入口征地续问,书记信箱,耕田牛,2019-07-26,已回复,0/1494
[76669],[举报],龙山路徐其修凉茶店楼上经常泼洒臭味污水到楼下,书记信箱,scarlett,2019-07-25,已回复,0/553
[76668],[举报],梧州小区停车收费业主与物业矛盾一触即发！,书记信箱,突击队,2019-07-25,已回复,2/2043
[76652],[诉求],请拨开《旺城广场检测报告》采样布点图的面纱,书记信箱,wczy1,2019-07-25,已回复,0/903
[76649],[举报],把建筑垃圾堆放处设在我家阳台正下面，请求主持公道？,书记信箱,哈哈92,2019-07-25,已回复,0/723
[76648],[诉求],2问：梧州市高价停车费,书记信箱,归去来,2019-07-25,已回复,3/1183
[76647],[诉求],施工方掘断商户水龙头无人管,书记信箱,和平路商户,2019-07-25,已回复,4/731
[76639],[诉求],绕城路与长坪公路交汇处道路问题,书记信箱,打石冲,2019-07-25,已回复,0/591
[76636],[诉求],再再问：关于梧州市小区停车费不合理的问题,书记信箱,等距离,2019-07-25,已回复,5/1375
[76634],[建议],全梧州90%路口没有车道导向指示牌，特别龙圩区,书记信箱,西江肥仔,2019-07-24,已回复,0/869
[76612],[诉求],下冲小区车辆乱停乱放何时整治？,书记信箱,lostbear411,2019-07-24,已回复,0/777
[76604],[举报],大正物业不管事就是想套钱,书记信箱,poi10086,2019-07-24,已回复,1/756
[76597],[诉求],还农民一个有安全感的家,书记信箱,黎东杰,2019-07-24,已回复,3/588
[76593],[举报],宵夜店半夜晚晚饮酒猜码到凌晨！,书记信箱,梧州段正淳,2019-07-24,已回复,0/1227
[76589],[举报],岑溪市波塘镇电站路段化肥厂入黑排污,书记信箱,黄榆秩,2019-07-23,已回复,1/890
[76588],[诉求],第三次强烈投诉蓝波湾超市噪音,书记信箱,噪音扰民1,2019-07-23,已回复,0/612
[76582],[诉求],没水来，民生问题，请书记帮落实,书记信箱,qhhy,2019-07-23,已回复,3/469
[76576],[举报],松香工业园区化工厂排放臭气望有关部门严查处理,书记信箱,563214789,2019-07-23,已回复,0/475
[76560],[诉求],请求移除住宅屋边外挂的变压器及高低压电线,书记信箱,陈丽同,2019-07-23,已回复,0/698
[76538],[举报],啄木鸟平台怠政,书记信箱,13377448837,2019-07-22,已回复,0/493
[76536],[举报],星朗名都违建围墙何时能拆除,书记信箱,龙山人,2019-07-22,已受理,0/440
[76530],[举报],梧州高价停车费,书记信箱,归去来,2019-07-22,已回复,0/1367
[76522],[举报],物价局这样的回复，不负责，没担当，不作为……,书记信箱,天上的云,2019-07-22,已回复,0/1045
[76518],[举报],请问我提问的75984问政迟迟都没有回复？,书记信箱,jsf,2019-07-22,已回复,0/1875
[76516],[诉求],再问：关于梧州市小区停车费不合理的问题,书记信箱,等距离,2019-07-22,已回复,1/1035
[76494],[诉求],请不要把民众的诉求用敷衍的回复来打发,书记信箱,nfy,2019-07-21,已受理,0/432
[76473],[举报],关于岑溪市第三小学评分评选评优问题,书记信箱,網友123,2019-07-20,已回复,0/773
[76465],[诉求],红岭片区空气污染投诉两年，未得到解决,书记信箱,suke,2019-07-20,已回复,0/319
[76460],[诉求],正义也许会迟到，但希望它不会缺席,书记信箱,swimmingboy,2019-07-20,已回复,0/440
[76458],[诉求],梧州严管街和街长制度何时推广,书记信箱,561226,2019-07-20,已回复,0/328
[76456],[举报],丽港华府开发商物业酒楼联合害业主,书记信箱,天理在哪,2019-07-20,已回复,0/318
[76446],[建议],路灯不亮,书记信箱,莫镇瑛,2019-07-20,已回复,0/201
[76443],[举报],噪音扰民,书记信箱,提莫,2019-07-20,已回复,0/211
[76407],[举报],藤县高铁站征地问题,书记信箱,耕田牛,2019-07-19,已回复,0/1091
[76395],[举报],藤县桂宏达翰林府不允许买家使用商贷+公积金组合贷款。,书记信箱,陈宁,2019-07-18,已回复,2/812
[76385],[举报],西江机场征地补偿款为何迟迟未发给被征地村民,书记信箱,西江村,2019-07-18,已回复,0/1030
[76384],[举报],举报梧州市物价局不作为，语文水平还很差……,书记信箱,天上的云,2019-07-18,已回复,10/1265
[76378],[举报],第三次举报恒祥豪苑中房物业聘无资质电梯公司做维保,书记信箱,蚂蚁的呐喊,2019-07-18,已回复,1/2233
[76376],[举报],小区内违规经营、违法建筑不可有保护伞,书记信箱,愤怒的业主们,2019-07-18,已回复,3/1289
[76373],[举报],占用农田，截用农田水源非法洗沙、然后把污水污染农田。,书记信箱,88785,2019-07-18,已回复,1/673
[76365],[诉求],四线城市的时代花园城，碾压一线城市的停车费,书记信箱,逍遥叹,2019-07-18,已回复,2/1289
[76364],[诉求],医院与中介存在利益关系？搞到陪人工作受阻,书记信箱,轩12345,2019-07-18,已回复,2/820
[76361],[诉求],请问万秀区社区工作者2018年的绩效何时发放？,书记信箱,轩12345,2019-07-18,已回复,1/974
[76354],[诉求],关于龙平小学公交站台增加挡雨棚的建议。,书记信箱,zengjie7015,2019-07-18,已回复,0/420
[76342],[举报],石场破坏周边山头不复垦，请要求复垦！,书记信箱,梧州六堡茶叶好,2019-07-17,已回复,0/1270
[76341],[举报],希望监管部门可以对石场的安全生产监管到位！,书记信箱,美丽苍梧石桥,2019-07-17,已回复,0/526
[76336],[诉求],藤县住建局不作为，投诉无门，希望桂寿书记为民做主啊,书记信箱,藤县万景小业主,2019-07-17,已回复,6/9726
[76321],[咨询],道路硬化问题了解下,书记信箱,aa人民,2019-07-17,已回复,2/609
[76318],[诉求],关于房子移装的问题,书记信箱,黄小华,2019-07-17,已回复,0/453
[76306],[咨询],2019梧州市是否取消了住房公积金贷款证明,书记信箱,小鲤鱼宝宝,2019-07-17,已回复,0/563
[76302],[诉求],红岭片区经常深夜弥漫毒气,书记信箱,热心市民1234,2019-07-17,已回复,0/619
[76285],[举报],非法洗沙占用农地、农田、扶贫道路，污染农作物。,书记信箱,77885,2019-07-16,已回复,0/822
[76277],[举报],占用水田搭建厂房进行经营,书记信箱,莫运东,2019-07-16,已回复,0/267
[76267],[诉求],占用小区公共通道,书记信箱,华融,2019-07-16,已回复,1/649
[76265],[诉求],宵夜店深夜噪音扰民问题何时解决！,书记信箱,梧州段正淳,2019-07-16,已回复,1/1115
[76244],[举报],藤县潭津小学校园内假期收费班,书记信箱,小李子,2019-07-15,已回复,0/519
[76237],[诉求],小市民被逼搬迁，安置房遥遥无期,书记信箱,阿正,2019-07-15,已回复,0/1030
[76236],[咨询],新兴三路改造,书记信箱,东仔,2019-07-15,已回复,1/803
[76228],[举报],违章占用公共楼梯间，阻塞消防通道,书记信箱,漂洋,2019-07-15,已回复,0/545
[76227],[诉求],请党委政府告诉群众应该怎么做？？？,书记信箱,生命不是儿戏,2019-07-15,已回复,0/647
[76226],[咨询],关于电动摩托车上牌时需要安装脚踏的疑问,书记信箱,李李在李李,2019-07-15,已回复,0/1200
[76218],[诉求],梧州诚投集团智诚停车在停车收费标准有问题,书记信箱,希望在明天,2019-07-15,已回复,2/1694
[76206],[诉求],接76017问政回复是默认还是支持金龙物业,书记信箱,k5000,2019-07-15,已回复,0/812
[76191],[诉求],盛世龙庭(即阳光半岛二期)为何办不了房产证,书记信箱,a445430240,2019-07-14,已回复,1/918
[76187],[诉求],旺狮公路和夏郢公路,书记信箱,锋行天下,2019-07-14,已回复,0/698
[76182],[举报],龙圩镇龙华街这次经常无故停电,书记信箱,牛腩面,2019-07-14,已回复,1/309
[76167],[举报],市政排水,书记信箱,QQ~~~9527,2019-07-13,已回复,0/219
[76164],[诉求],编号73481问政，望市委敦促相关职能部门给予答复,书记信箱,zqga2020,2019-07-13,已回复,0/237
[76141],[诉求],市委半夜施工何时才能消停,书记信箱,123654,2019-07-12,已回复,0/141
[76129],[诉求],李济深旧路,书记信箱,KI11000,2019-07-12,已回复,0/1177
[76119],[诉求],福兴市场牌坊主入口主干道破败不堪,书记信箱,rmqz001,2019-07-12,已回复,1/977
[76117],[诉求],红岭一号限价房违规建设请求监察纪委介入深度调查,书记信箱,但愿有清天,2019-07-12,已回复,1/2835
[76115],[诉求],最烂人行道,书记信箱,李一白,2019-07-12,已回复,1/1136
[76112],[举报],市委门前的工地施工噪音扰民为什么没人管？,书记信箱,海水,2019-07-12,已回复,1/1217
[76099],[诉求],梧州市小区停车费标准问题,书记信箱,天上的云,2019-07-11,已回复,0/1176
[76096],[诉求],岑溪市大隆镇防洪河堤什么时候完成？都七八年了。,书记信箱,利民,2019-07-11,已受理,0/529
[76083],[诉求],岑溪市十里长街石材企业违规没退城进园,书记信箱,岑是我家,2019-07-11,已回复,1/560
[76081],[诉求],冒昧再次探究旺城广场检测报告,书记信箱,wczy1,2019-07-11,已回复,0/785
[76077],[诉求],请问在安全通道上制作一个烟囱，这样允许吗？,书记信箱,冰雪儿,2019-07-11,已回复,1/438
[76049],[诉求],关于梧州市小区停车费不合理的问题,书记信箱,等距离,2019-07-10,已回复,0/1278
[76048],[举报],危险！请问岑溪市交通部门,书记信箱,tanyison,2019-07-10,已回复,1/662
[76017],[举报],金龙物业，政府都管不了，公理丶公信何存。,书记信箱,龙翔百汇住户,2019-07-10,已回复,0/1364
[76008],[举报],坚决反对丽港华府小区内违建还要对外做生意场所,书记信箱,云峰蝶恋,2019-07-10,已回复,0/651
[76004],[诉求],物业补贴问题,书记信箱,打工行,2019-07-10,已回复,0/717
[76000],[举报],市委门前的施工噪音污染受不了,书记信箱,海水,2019-07-10,已回复,0/362
[75999],[诉求],岑溪市思湖路通往新时代经济适用住房烂尾道路,书记信箱,SU1668,2019-07-10,已回复,0/466
[75995],[举报],新兴胜隆里垃圾堆积如山何时清理？,书记信箱,pp1234,2019-07-09,已回复,1/348
[75994],[诉求],梧州城管“一禁了之”,书记信箱,坚信党的群众,2019-07-09,已回复,0/514
[75989],[咨询],红岭一号,书记信箱,黑山羊,2019-07-09,已回复,1/364
[75982],[举报],挖采河沙导致道路塌方被毁，洪水期堪忧,书记信箱,木双镇小学生,2019-07-09,已回复,0/619
[75967],[举报],乱停霸占停车位,书记信箱,张娟,2019-07-09,已受理,0/551
[75966],[诉求],发放廉租房补贴,书记信箱,相亲相爱一辈子,2019-07-09,已回复,1/525
[75964],[诉求],路不平,书记信箱,胡生,2019-07-09,已回复,0/360
[75959],[举报],黑心的三祺城歌莉娅庄园物业问题何时能解决？,书记信箱,平民一个,2019-07-08,已回复,0/821
[75957],[诉求],苍梧水厂提升到了哪一步了,书记信箱,561226,2019-07-08,已回复,0/349
[75956],[诉求],龙圩防洪堤纳入市政管理范围了吗,书记信箱,561226,2019-07-08,已回复,0/359
[75946],[诉求],谁来维护我们的权益,书记信箱,13737836974默默,2019-07-08,已回复,0/1287
[75941],[诉求],金湖北路世纪新城小区一楼住户霸占公共花园和通道,书记信箱,wz1668,2019-07-08,已回复,0/546
[75922],[诉求],关于西江路不能左转问题,书记信箱,cgx2007306,2019-07-08,已回复,2/882
[75920],[诉求],相关部门不作为，处理问题避重就轻,书记信箱,梧州我爱你,2019-07-08,已回复,0/779
[75914],[举报],丽港华府小区里面开红酒会所？开放给外来人员？,书记信箱,西江三期,2019-07-07,已回复,0/663
[75909],[举报],乱填埋排污水口,书记信箱,18278068888,2019-07-07,已回复,0/192
[75901],[诉求],提心吊胆的房子,书记信箱,xianyy,2019-07-07,已回复,0/468
[75897],[诉求],对于73983中回复不满,书记信箱,19907895339,2019-07-07,已回复,0/326
[75892],[诉求],狮卧山碧桂园楼盘施工扰民,书记信箱,广西东大门,2019-07-07,已回复,0/463
[75888],[咨询],新安家园问题,书记信箱,冯平,2019-07-07,已回复,1/217
[75882],[诉求],编号73496，请问这是最终的处理结果？！,书记信箱,叮叮2019,2019-07-07,已回复,0/191
[75878],[诉求],噪音污染还让不让人活,书记信箱,还平民一片安静,2019-07-06,已回复,0/348
[75855],[诉求],新建石人冲小学对孩子的健康,书记信箱,龙草,2019-07-06,已回复,0/451
[75840],[建议],灯光亮花工程,书记信箱,xdxy,2019-07-05,已回复,0/234
[75827],[建议],当官不为民作主，不如回家吃蕃薯，论限行。,书记信箱,公权法,2019-07-05,已回复,0/229
[75808],[诉求],强烈要求洛湛铁路电气化扩能改造在年内开工,书记信箱,岑山溪水的儿女,2019-07-05,已回复,0/1715
[75790],[其它],关于藤县城乡公交车问题,书记信箱,生草药,2019-07-05,已回复,0/1483
[75785],[诉求],龙圩区公益岗是否还发五月份工资？,书记信箱,四有青年,2019-07-05,已回复,0/1022
[75780],[举报],关于个人商业贷款利率上浮问题,书记信箱,liang031,2019-07-04,已回复,0/1591
[75765],[诉求],关于新购买的未来得及上牌的摩托车上路问题,书记信箱,李江溪,2019-07-04,已回复,0/1003
[75760],[举报],请问为何无证的企业监管部门仍然不要求停工？,书记信箱,青山绿水石桥镇,2019-07-04,已回复,0/1059
[75753],[诉求],大树倾我家，希望园林部门排险,书记信箱,陈雪清,2019-07-04,已回复,0/865
[75732],[举报],砂石加工厂肆意破坏我们的生活环境，市领导救救我们,书记信箱,美丽沙头镇,2019-07-03,已回复,0/1015
[75700],[咨询],龙圩区龙湖路是否属于市政路,书记信箱,龙湖闲人,2019-07-03,已回复,2/814
[75697],[诉求],为什么梧州火车站的候车室环境那么差？,书记信箱,岑山溪水的儿女,2019-07-03,已回复,2/1504
[75694],[诉求],长时间修路不完工严重影响居民出行,书记信箱,13481409210,2019-07-03,已回复,0/562
[75691],[诉求],为何我们梧州的路况不如别的城市？,书记信箱,岑山溪水的儿女,2019-07-03,已回复,0/1218
[75690],[诉求],新兴二路巴黎春天正门外的黑色线存在安全隐患,书记信箱,良好市民2018,2019-07-03,已回复,0/311
[75679],[诉求],占用公共通道,书记信箱,幸福就好,2019-07-03,已回复,0/473
[75672],[咨询],关于梧州道路画线停车收费疑问,书记信箱,李李在李李,2019-07-02,已回复,0/992
[75670],[诉求],再次反映蓝波湾超市噪音,书记信箱,噪音扰民1,2019-07-02,已回复,0/702
[75663],[其它],关于2017年教师绩效增量的发放,书记信箱,网友1999,2019-07-02,已回复,0/1044
[75658],[举报],关于藤县东胜碧水阁开发商跑路，业主拿不到房产证,书记信箱,charleneliu,2019-07-02,已回复,1/250
[75655],[举报],霸占公共地方做停车场,书记信箱,我是007,2019-07-02,已回复,2/254
[75653],[诉求],新民粮库对出夜宵烧烤摊占道油烟扰民,书记信箱,讨厌登山,2019-07-02,已回复,0/151
[75652],[诉求],关于事业单位公积金缴存基数的诉求,书记信箱,bunny123,2019-07-02,已回复,0/1165
[75650],[诉求],买一手商品房最终测量多出的面积是房地产的潜规则吗,书记信箱,红雨,2019-07-02,已回复,0/292
[75642],[建议],请求增设公交站和公交线路由于本人是,书记信箱,见习大法师,2019-07-02,已回复,1/712
[75640],[咨询],藤县迪拜公寓如今是否拥有五证？,书记信箱,邓健民,2019-07-02,已回复,0/708
[75635],[诉求],关于梧州市西堤路商铺搬迁退还租金问题,书记信箱,alon001,2019-07-02,已回复,2/887
[75619],[诉求],潘塘广场晚上健身舞多次投诉无果，附近居民饱受折磨,书记信箱,111e23n,2019-07-01,已回复,0/921
[75595],[举报],野蛮行驶漠视交法逆行有理的桂DSG328出租车,书记信箱,摩行骑者,2019-07-01,已回复,2/1063
[75588],[举报],补充问政编号75526违建图片,书记信箱,龙山C区业主,2019-07-01,已回复,0/570
[75567],[建议],大学路长宏大厦人行道问题,书记信箱,陈九,2019-07-01,已回复,0/729
[75563],[举报],请重视问政！对违建一级级举报了又要我重来？,书记信箱,丽港华府业主群,2019-07-01,已回复,4/582
[75561],[诉求],藤县旺角新城消房管消房箱问题,书记信箱,陆陆，陆生,2019-07-01,已回复,0/888
[75558],[举报],关于广西梧州特步直营一店让员工签不买社保问题,书记信箱,西烛添光,2019-06-30,已回复,3/698
[75557],[诉求],不动产登记历史遗留问题,书记信箱,上善若水55,2019-06-30,已回复,0/403
[75551],[诉求],藤县蒙江镇球场灯光问题,书记信箱,p51926,2019-06-30,已回复,0/523
[75547],[诉求],问政74900,书记信箱,相亲相爱一辈子,2019-06-30,已回复,0/347
[75544],[建议],关于垃圾回收的一些建议,书记信箱,561226,2019-06-30,已回复,0/515
[75533],[诉求],珍宝巴士什么时候装全封闭驾驶室,书记信箱,yy666,2019-06-30,已回复,0/275
[75527],[诉求],扶贫办,书记信箱,钟绍基,2019-06-30,已回复,1/496
[75526],[举报],村霸违建，草菅人命,书记信箱,钟杰珍,2019-06-29,已回复,0/466
[75506],[举报],龙圩摩托车飚车疯狂,书记信箱,良政,2019-06-29,已回复,0/187
[75450],[举报],74794未回复,书记信箱,黎明之前,2019-06-28,已回复,0/1219
[75422],[诉求],想看一下旺城广场检测报告何其难！,书记信箱,wczy1,2019-06-28,已回复,1/1255
[75419],[举报],关于灏景尚都主题餐厅的违章建筑和油烟排放问题,书记信箱,含情莫莫8469,2019-06-28,已回复,3/1072
[75417],[咨询],两广农民直销区的收费真厉害！居然上下午收40多！,书记信箱,幸福如此简单,2019-06-28,已回复,1/1183
[75405],[诉求],关于梧州恒大山水城用非法商业手段骗我购买车位的事情,书记信箱,陆敏连,2019-06-27,已回复,1/1296
[75402],[举报],丽港华府的非法违建一直存在，影响住户。,书记信箱,雪花飘飘1,2019-06-27,已回复,0/878
[75399],[举报],编号73810整整一个月都没人答复可以投诉吗,书记信箱,石人冲受害人,2019-06-27,已回复,0/596
[75397],[诉求],梧州职业学院（职业教育中心）,书记信箱,zz11111,2019-06-27,已回复,0/542
[75392],[举报],京梧东苑五号楼楼顶违章加建险出人命！,书记信箱,欧强,2019-06-27,已回复,1/533
[75390],[咨询],流浪猫有人处理吗？,书记信箱,18977489997,2019-06-27,已回复,0/467
[75382],[举报],问政为何没有回复？？？,书记信箱,羽你相约,2019-06-27,已回复,1/236
[75372],[举报],关于御景名城小区占道种菜问题，安全环境无小事,书记信箱,福报,2019-06-27,已回复,0/454
[75369],[咨询],梧州什么时候能建设万达广场,书记信箱,不染,2019-06-27,已回复,1/1174
[75360],[诉求],道路破烂问题,书记信箱,yydewn,2019-06-26,已回复,0/541
[75357],[举报],问政2年都未回复,书记信箱,吏治清明,2019-06-26,已回复,0/1313
[75354],[诉求],新湖二路北段车辆乱停乱放严重，影响通行,书记信箱,城市规划,2019-06-26,已回复,0/446
[75350],[诉求],关于两广物业拖欠水费导致两广租户停水的相关问题反映,书记信箱,两广小商户,2019-06-26,已回复,1/329
[75347],[诉求],卡地亚物业无视业主诉求，渗水入屋无人管,书记信箱,花钱买罪受,2019-06-26,已回复,3/756
[75334],[诉求],梧州电台稿费领取难,书记信箱,龙圩区住户,2019-06-26,已回复,1/611
[75329],[诉求],关于凯莱名邦学府钻石会员退会的需求申请,书记信箱,普通网民,2019-06-26,已回复,0/727
[75324],[建议],建设岑溪东融特别试验示范区,书记信箱,完美印刷飞云,2019-06-26,已回复,1/728
[75316],[诉求],塘源路油漆厂门口严重安全隐患及措施建议,书记信箱,262660270,2019-06-26,已回复,0/518
[75315],[诉求],藤县同心办事效率严重低,书记信箱,拷问人,2019-06-26,已回复,0/470
[75312],[举报],洪水山崩,书记信箱,莫镇瑛,2019-06-26,已回复,0/431
[75308],[诉求],石桥金龙华庭地块解决方案何时落实，解决方案如何？,书记信箱,shqfzr,2019-06-26,已回复,1/543
[75302],[诉求],岑溪英皇的噪音第N次投诉,书记信箱,快乐岑溪,2019-06-25,已回复,0/381
[75301],[举报],保护伞,书记信箱,1心静如,2019-06-25,已回复,0/578
[75279],[诉求],塘源路的安全问题急求解决,书记信箱,Ending,2019-06-25,已回复,0/581
[75276],[咨询],教育行政部门人员的假期和职称评定怎么办,书记信箱,鸳鸯桥,2019-06-25,已回复,1/871
[75273],[举报],龙山C区违建进度,书记信箱,龙山区的居民,2019-06-25,已回复,0/458
[75272],[举报],违建者撕毁责令通知书,书记信箱,swimmingboy,2019-06-25,已回复,0/1310
[75267],[诉求],对长洲区回复的关于宝石园小区宝石加工窝点的四点质疑,书记信箱,楠楠,2019-06-25,已回复,0/441
[75265],[举报],公交车乱霸占车道,书记信箱,ljl307907311,2019-06-25,已回复,0/420
[75262],[诉求],龙骨冲（特别是后段）乱停车十分严重,书记信箱,知识搬运工,2019-06-25,已回复,0/755
[75251],[诉求],红岭路海骏达花园周边臭气冲天何时了？,书记信箱,qiuming,2019-06-24,已回复,2/586
[75250],[诉求],万秀区夏郢镇违建越来越严重,书记信箱,周星驰2019,2019-06-24,已回复,0/1384
[75243],[建议],应增设苍梧狮寨镇高速收费站,书记信箱,hejinshi,2019-06-24,已回复,0/825
[75237],[诉求],为什么不优先设置直行车道,书记信箱,路过,2019-06-24,已回复,0/572
[75229],[举报],蒙山县党校出租校园用于经营摩托车训练是否合法合规,书记信箱,朱伟强,2019-06-24,已回复,0/457
[75228],[诉求],请书记帮开路口照明出路,书记信箱,醇迪,2019-06-24,已回复,0/599
[75227],[诉求],能否解决大东菜市场对出乱摆乱卖的现象,书记信箱,kobetommy,2019-06-24,已回复,0/824
[75217],[诉求],强烈要求这条道路设置车辆单向行驶,书记信箱,说散就散,2019-06-24,已回复,0/809
[75214],[举报],问政问题超期不答复,书记信箱,游走他乡的龙,2019-06-24,已回复,2/509
[75205],[诉求],藤县高铁站站前广场征地问题,书记信箱,耕田牛,2019-06-23,已回复,0/1426
[75200],[举报],岑溪市非法补课现象十分严重！,书记信箱,dujubuke,2019-06-23,已回复,5/2808
[75189],[诉求],龙圩区龙圩镇龙城西路-四合村容塘一组附近市政管道堵塞,书记信箱,lxfx888888,2019-06-23,已回复,0/238
[75180],[诉求],再次问政关于岑溪市体育馆外篮球场灯光问题,书记信箱,网友2,2019-06-23,已回复,0/391
[75179],[咨询],岑溪小学就读问题,书记信箱,懵懂的居民,2019-06-23,已回复,0/524
